rozetka_row_id;site_category_id;site_category_name;site_category_visible;site_parent_id;rozetka_parent_id;rozetka_category_name;rozetka_exclude;products_count
4025;80001;;;;4628124;Фотоапарати;0;0
650;80002;;;;4628124;Відеокамери;0;0
2096;80003;;;;4627949;"Мобільні телефони";0;0
2432;80004;;;;80253;Ноутбуки;0;0
1748;80005;;;;80257;КПК;0;0
2285;80007;;;;80254;БФП/Принтери;0;0
3389;80010;;;;80257;Смартфоны;0;0
2022;80011;;;;80015;Медіаплеєри;0;0
2948;80012;;;;4670651;Проектори;0;0
3689;80015;;;;4627949;"Аксесуари для телевізорів";0;0
165;80016;;;;80257;MP3-плееры;0;0
166;80016;;;;80257;MP3-плееры;0;0
164;80016;;;;4627865;MP3-плеєри;0;0
738;80017;;;;80260;"Гаджеты и подарки";0;0
2944;80019;;;;80253;"Програмне забезпечення";0;0
1325;80020;;;;80261;"Ігрові консолі та дитячі приставки";0;0
4264;80021;;;;4670651;"Екрани для проекторів";0;0
953;80022;;;;4627865;Диктофони;0;0
4288;80023;;;;4627865;"Електронні книги";0;0
2551;80024;;;;80254;"Оригинальные расходные материалы";0;0
568;80025;;;;0;"Побутова техніка, інтер'єр";0;0
1640;80026;;;;80253;"Комп'ютерні комплектуючі";0;0
2398;80027;;;;4660594;Навушники;0;0
3354;80028;;;;80254;Сканери;0;0
3696;80029;;;;80254;"Телефонні апарати";0;0
3962;80030;;;;80254;Факсы;0;0
102;80032;;;;80263;Bluetooth-гарнитуры;0;0
101;80032;;;;80263;Bluetooth-гарнітури;0;0
3615;80036;;;;80256;"Сумки, рюкзаки та чохли для ноутбуків";0;0
3688;80037;;;;4627949;Телевізори;0;0
2337;80040;;;;4654503;"Навігаційні карти для GPS";0;0
3613;80041;;;;80259;"Сумки и чехлы фото/видео";0;0
997;80042;;;;80263;"Другие аксессуары";0;0
261;80043;;;;80256;"Аксессуары для ноутбуков";0;0
1469;80044;;;;4628124;"Карти пам'яті";0;0
4001;80045;;;;80256;"Флеш пам'ять USB";0;0
126;80047;;;;4654503;"GPS навигаторы";0;0
127;80047;;;;4654503;"GPS навигаторы";0;0
125;80047;;;;4654503;GPS-навігатори;0;0
129;80048;;;;80257;"GPS приёмники";0;0
130;80048;;;;80257;"GPS приёмники";0;0
128;80048;;;;4627865;GPS-приймачі;0;0
4124;80058;;;;4628124;"Цифрові фоторамки";0;0
2482;80060;;;;4628124;Об'єктиви;0;0
711;80061;;;;80259;Вспышки;0;0
351;80062;;;;80019;Антивіруси;0;0
2524;80063;;;;80019;"Операційні системи";0;0
2580;80064;;;;80019;"Офісні програми";0;0
2276;80065;;;;80019;"Мультимедіа, графіка і дизайн";0;0
1338;80066;;;;80261;Ігри;0;0
2669;80069;;;;80019;"Перекладачі та словники";0;0
3926;80070;;;;80015;"Універсальні пульти ДК";0;0
1774;80071;;;;80015;"Кріплення для телевізорів";0;0
1419;80073;;;;80263;"Кабелі та адаптери";0;0
4289;80074;;;;4627865;"Електронні перекладачі";0;0
4249;80075;;;;4628124;Штативи;0;0
2032;80077;;;;80025;"Дрібна побутова техніка";0;0
713;80078;;;;80025;"Вбудована техніка";0;0
1512;80079;;;;80025;"Кліматична техніка";0;0
1790;80080;;;;80025;"Велика побутова техніка";0;0
2523;80081;;;;80026;"Оперативна пам'ять";0;0
1997;80082;;;;80026;"Материнські плати";0;0
2984;80083;;;;80026;Процесори;0;0
1188;80084;;;;80026;"Жорсткі диски та дискові масиви";0;0
2536;80085;;;;80026;"Оптичні приводи";0;0
462;80086;;;;80026;"Блоки живлення";0;0
651;80087;;;;80026;Відеокарти;0;0
1285;80088;;;;80026;"Звукові карти";0;0
2119;80089;;;;80253;Монітори;0;0
1706;80090;;;;80026;Корпуси;0;0
1643;80095;;;;80253;"Комп'ютери, неттопи, моноблоки";0;0
3345;80099;;;;80026;"Системи охолодження";0;0
330;80100;;;;4671521;"Акустичні системи";0;0
2806;80102;;;;80019;"ПО для мобильных устройств";0;0
3209;80103;;;;80259;"Светофильтры, бленды и крышки для объективов";0;0
2336;80105;;;;4654503;"Навігаційне ПЗ";0;0
3183;80106;;;;4628418;"Сантехніка та меблі для ванної";0;0
1415;80108;;;;80026;"Джерела безперебійного живлення";0;0
3;80109;;;;80026;SSD;0;0
3309;80111;;;;80253;"Мережеве обладнання";0;0
1328;80112;;;;80255;"Ігрові поверхні";0;0
208;80113;;;;4654503;"Аксесуари до GPS-навігаторів";0;0
271;80114;;;;80256;"Аксессуары для ПК";0;0
3048;80115;;;;80019;"Розпізнавання тексту";0;0
376;80116;;;;80019;Архіватори;0;0
3960;80117;;;;80067;"Файлові менеджери";0;0
3337;80118;;;;80019;"Системні утиліти";0;0
3076;80119;;;;80067;"Резервне копіювання";0;0
1275;80120;;;;80067;"Защита данных";0;0
2973;80121;;;;80080;"Професійна техніка";0;0
2762;80122;;;;80080;"Кухонні плити";0;0
2897;80123;;;;80080;"Посудомийні машини";0;0
3549;80124;;;;80080;"Пральні машини";0;0
4082;80125;;;;80080;Холодильники;0;0
2587;80128;;;;80079;"Очисники повітря";0;0
3885;80130;;;;80079;"Зволожувачі повітря";0;0
477;80131;;;;82795;Бойлери;0;0
1652;80133;;;;80079;Кондиціонери;0;0
1346;80134;;;;80106;"Подрібнювачі харчових відходів";0;0
714;80137;;;;80078;"Вбудовані варильні поверхні";0;0
1840;80140;;;;80078;"Кухонні витяжки";0;0
715;80141;;;;80078;"Вбудовані духові шафи";0;0
4270;80142;;;;435974;"Електричні печі";0;0
1737;80143;;;;435974;Кавомолки;0;0
1925;80144;;;;435974;Скиборізки;0;0
3821;80145;;;;435974;Тостери;0;0
2682;80147;;;;80077;"Персональный уход";0;0
635;80148;;;;435974;"Ваги кухонні";0;0
252;80149;;;;80077;"Аксессуары для мелкой бытовой техники";0;0
4037;80150;;;;435974;Фритюрниці;0;0
2636;80151;;;;435964;Пароочисники;0;0
3414;80153;;;;435974;"Соковижималки (соковичавниці)";0;0
4076;80154;;;;435974;Хлібопічки;0;0
458;80155;;;;435974;Блендери;0;0
2073;80156;;;;435974;Міксери;0;0
2633;80157;;;;435974;Пароварки;0;0
3014;80158;;;;435964;Пилососи;0;0
4183;80159;;;;4629564;"Швейні машинки";0;0
4303;80160;;;;435974;Електрочайники;0;0
3944;80161;;;;435964;"Праски та прасувальні системи";0;0
2065;80162;;;;435974;"Мікрохвильові печі";0;0
1842;80163;;;;435974;"Кухонні комбайни";0;0
1735;80164;;;;435974;Кавомашини;0;0
1499;80171;;;;80255;Клавіатури;0;0
2288;80172;;;;80255;"Комп'ютерні миші";0;0
1326;80173;;;;80261;"Ігрові маніпулятори й аксесуари до консолей";0;0
1590;80174;;;;80255;"Комплект: клавіатура та миша";0;0
2298;80176;;;;435974;М'ясорубки;0;0
309;80177;;;;80080;"Аксесуари до ВПТ";0;0
2985;80178;;;;80078;"Інша вбудована техніка";0;0
1417;80179;;;;435974;Йогуртниці;0;0
561;80180;;;;435974;"Бутербродниці та вафельниці";0;0
2056;80183;;;;80079;Метеостанції;0;0
307;80185;;;;80078;"Аксесуари до ВПТ";0;0
616;80186;;;;80079;Вентилятори;0;0
1010;80188;;;;80106;"Душові піддони та панелі до них";0;0
3327;80189;;;;117101;Сидіння;0;0
1008;80190;;;;4633393;"Душові кабіни та стінки";0;0
1007;80191;;;;4633393;"Душові двері та перегородки";0;0
2447;80192;;;;80079;Обігрівачі;0;0
1975;80193;;;;80111;Маршрутизатори;0;0
1578;80194;;;;80111;Комутатори;0;0
427;80195;;;;80111;"Бездротові точки доступу";0;0
3310;80196;;;;80111;"Мережеві адаптери";0;0
141;80197;;;;80111;IP-телефония;0;0
142;80197;;;;80111;IP-телефония;0;0
140;80197;;;;80111;IP-телефонія;0;0
3314;80199;;;;80111;"Мережеві сховища (NAS)";0;0
3036;80200;;;;80111;Разное;0;0
2126;80203;;;;80080;"Морозильні камери";0;0
4086;80209;;;;80121;"Холодильные шкафы";0;0
763;80210;;;;80080;"Генератори льоду";0;0
2975;80211;;;;80121;"Професійні мікрохвильові печі";0;0
2977;80213;;;;80121;"Професійні посудомийні машини";0;0
2979;80214;;;;80121;"Професійні сушильні автомати";0;0
3630;80222;;;;80080;"Сушильні автомати";0;0
586;80224;;;;80137;"Варильні поверхні газові";0;0
588;80225;;;;80137;"Варильні поверхні електричні";0;0
1405;80247;;;;80192;"Інфрачервоні обігрівачі";0;0
1989;80248;;;;80192;"Масляні обігрівачі";0;0
3703;80250;;;;80192;Тепловентилятори;0;0
1644;80252;;;;80192;Конвектори;0;0
1642;80253;;;;0;"Комп'ютери та ноутбуки";0;0
2578;80254;;;;80253;"Офісна техніка";0;0
1501;80255;;;;80026;"Клавіатури та миші";0;0
262;80256;;;;80253;"Аксесуари для електроніки";0;0
3698;80257;;;;4627949;"Телефоны, наушники, GPS";0;0
3678;80258;;;;4627949;"ТВ, Аудио/Видео, Фото";0;0
299;80259;;;;4628124;"Аксесуари до фото/відео";0;0
2779;80260;;;;0;"Подарунки та сувеніри";0;0
3765;80261;;;;80253;"Товари для геймерів";0;0
254;80263;;;;4627949;"Аксесуари до мобільних телефонів і смартфонів";0;0
3627;80697;;;;435974;"Сушарки для овочів і фруктів";0;0
1011;80702;;;;124813;"Душевые стенки";0;0
1012;80704;;;;4625865;"Душові екрани";0;0
3396;80706;;;;80106;Змішувачі;0;0
2277;81089;;;;435974;"Мультипічки і аерогрилі";0;0
324;81202;;;;4627893;"Активний відпочинок, туризм та хобі";0;0
3466;81203;;;;4627893;"Спортивні товари";0;0
3563;81205;;;;4654069;"Столи та сітки для настільного тенісу";0;0
3409;81224;;;;80254;"Витратні матеріали для принтерів";0;0
4315;81225;;;;435969;Епілятори;0;0
4275;81226;;;;435969;Електробритви;0;0
3973;81227;;;;81231;Фени;0;0
960;81228;;;;435969;"Для здоровья и красоты";0;0
2002;81229;;;;435969;"Машинки для стрижки";0;0
2029;81230;;;;4628621;"Домашні медичні прилади";0;0
2919;81231;;;;435969;"Прилади для укладання волосся";0;0
636;81232;;;;435969;"Ваги підлогові";0;0
1991;81233;;;;435969;Масажери;0;0
4272;81234;;;;4669195;Електропростирадла;0;0
817;81235;;;;435974;"Грилі та електрошашличниці";0;0
2301;81265;;;;4654069;"М'ячі для настільного тенісу";0;0
2315;81493;;;;4654069;"Наборы для настольного тенниса";0;0
3040;81496;;;;4654069;"Ракетки для настільного тенісу";0;0
3028;81499;;;;81202;"Радіокеровані моделі";0;0
627;81500;;;;81499;Вертольоти;0;0
3176;81501;;;;81499;"Радіокеровані літаки";0;0
48;81502;;;;81499;"Машинки на радіокеруванні";0;0
3666;81503;;;;81499;Танки;0;0
4337;81505;;;;81499;"Радіокеровані катери";0;0
1633;81573;;;;4624893;"Компоненти для складання ракеток";0;0
2390;81667;;;;435974;"Настільні плити";0;0
3683;82249;;;;80026;"Карти відеозахвату";0;0
3868;82411;;;;81202;"Туризм і кемпінг";0;0
2600;82412;;;;82411;"Намети й аксесуари";0;0
3148;82445;;;;82411;"Туристичні рюкзаки та гермомішки";0;0
3432;82531;;;;82411;"Спальні мішки";0;0
3870;82618;;;;82411;"Туристичні килимки";0;0
3360;82672;;;;82411;"Складані меблі";0;0
3734;82682;;;;82411;Термопродукція;0;0
1960;82696;;;;82411;"Мангали, барбекю, гриль";0;0
2319;82741;;;;83916;"Набори для пікніка";0;0
445;82766;;;;82411;"Біотуалети й аксесуари";0;0
2300;82790;;;;4624893;"М'ячі для командних ігор";0;0
690;82795;;;;80079;Водонагрівачі;0;0
4273;82796;;;;82795;"Проточні водонагрівачі";0;0
744;82797;;;;82795;"Газові проточні водонагрівачі";0;0
830;83033;;;;81203;Дайвінг;0;0
1880;83034;;;;83033;Ласти;0;0
3846;83035;;;;83033;Трубки;0;0
1982;83036;;;;83033;"Маски для дайвінгу";0;0
539;83037;;;;83033;Буи;0;0
813;83199;;;;4674795;"Графічні планшети";0;0
2097;83244;;;;4626529;"Мобільний інтернет";0;0
2794;83311;;;;4658222;"Підводні рушниці";0;0
2340;83646;;;;82411;"Надувні меблі й аксесуари";0;0
896;83687;;;;100820;"Дитячі автокрісла";0;0
5648;83850;;;;0;"Знижені в ціні товари";0;0
5636;83853;;;;83850;"Знижені в ціні ноутбуки";0;0
5633;83854;;;;83850;"Знижені в ціні мобільні телефони";0;0
226;83859;;;;83033;"Аксесуари для дайвінгу";0;0
201;83868;;;;4628124;"Акумулятори для фото- та відеокамер";0;0
1269;83878;;;;4628124;"Зарядні пристрої для акумуляторних батарей";0;0
609;83882;;;;81203;"Велосипеди та аксесуари";0;0
608;83884;;;;83882;Велосипеди;0;0
210;83916;;;;81202;"Аксесуари для активного відпочинку та туризму";0;0
441;83917;;;;203883;Біноклі;0;0
5647;83976;;;;83850;"Знижені в ціні телевізори та монітори";0;0
3067;84018;;;;81202;Рації;0;0
741;84095;;;;82411;"Туристичні пальники";0;0
743;84098;;;;4612059;"Газові паяльники";0;0
1597;84182;;;;82411;"Комплектуючі до туристичних пальників";0;0
277;84310;;;;81202;"Аксесуари до рацій";0;0
2893;84520;;;;83916;"Посуд для відпочинку та туризму";0;0
976;84535;;;;80100;"Домашні кінотеатри";0;0
1251;84542;;;;81499;"Запчастини для радіокерованих моделей";0;0
2556;84625;;;;0;Амуніція;0;0
2770;84647;;;;4658132;"Пневматичні гвинтівки";0;0
2771;84675;;;;4658132;"Пневматичні пістолети";0;0
3142;84703;;;;81202;Риболовля;0;0
1477;84712;;;;84703;Котушки;0;0
3313;84863;;;;80256;"Мережеві фільтри, адаптери та подовжувачі";0;0
4160;84878;;;;80256;"Очисні засоби";0;0
2532;84884;;;;80256;"Оптичні диски";0;0
3896;85169;;;;84703;Вудлища;0;0
2274;85359;;;;239221;Мультиінструмент;0;0
4341;85380;;;;84703;"Ящики та сумки";0;0
4233;85399;;;;84703;"Шнури та волосіні";0;0
4012;85432;;;;83916;"Ліхтарі й аксесуари";0;0
3039;85569;;;;4624893;"Ракетки для великого тенісу";0;0
1922;86167;;;;81202;"Човни та аксесуари";0;0
1921;86168;;;;86167;Човни;0;0
2138;86278;;;;86167;Мотори;0;0
2299;86360;;;;4624893;"М'ячі для великого тенісу";0;0
2995;86549;;;;4658390;"Кулі для пневматики";0;0
273;86554;;;;4658132;"Комплектуючі та аксесуари до пневматики";0;0
4326;86998;;;;86167;"Ехолоти та картплотери";0;0
2420;87073;;;;4674798;"Ножі тактичні";0;0
3174;87381;;;;80077;Самовары;0;0
773;87382;;;;80106;"Гідромасажні бокси";0;0
3767;88468;;;;0;"Товари для дітей";0;0
278;88770;;;;84703;"Аксесуари для риболовлі";0;0
225;88817;;;;4674795;"Аксесуари до графічних планшетів";0;0
5640;88915;;;;83850;"Знижені в ціні принтери та витратні матеріали";0;0
248;89817;;;;86167;"Аксесуари для човнів";0;0
3694;89847;;;;203883;Телескопи;0;0
2783;90374;;;;80260;"Подарункові сертифікати";0;0
988;90423;;;;4630220;"Дорожні сумки та валізи";0;0
5617;90547;;;;83850;"Знижені в ціні автотовари";0;0
931;91143;;;;100826;"Дитячі електро- та веломобілі";0;0
3158;91290;;;;4670676;"Садові павільйони, тенти та альтанки";0;0
3156;91291;;;;4670676;"Садові гойдалки";0;0
4130;91450;;;;2394287;Годинники;0;0
2370;91451;;;;4633585;"Наручні годинники";0;0
2382;91456;;;;91450;"Настінні годинники";0;0
2392;91458;;;;91450;"Настільні годинники";0;0
5630;96632;;;;83850;"Знижені в ціні комплектуючі";0;0
1458;96813;;;;4633585;"Кишенькові годинники";0;0
2366;96814;;;;91450;"Підлогові годинники";0;0
913;97420;;;;4265805;"Дитячі конструктори";0;0
3027;97422;;;;100812;"Радіокеровані іграшки";0;0
3464;97988;;;;4624907;"Спортивні окуляри";0;0
1219;97992;;;;83916;"Запальнички та аксесуари";0;0
1810;98002;;;;435974;"Кулери для води";0;0
1399;98159;;;;100784;"Інтерактивні іграшки";0;0
2385;98280;;;;80260;"Настільні ігри";0;0
2289;99051;;;;100808;"М'які іграшки";0;0
5623;99158;;;;83850;"Знижені в ціні диктофони";0;0
1329;99253;;;;100808;"Ігрові фігурки";0;0
1034;99364;;;;100812;"Залізниця й аксесуари";0;0
1807;99392;;;;100808;Ляльки;0;0
2481;99669;;;;80019;"Навчальні програми";0;0
1327;99674;;;;4265805;"Ігрові набори";0;0
1962;100076;;;;102573;Манежі;0;0
3589;100077;;;;3933312;"Стільчики для годування";0;0
1334;100193;;;;4035302;"Іграшки для малюків";0;0
2637;100194;;;;102573;Парти;0;0
3726;100209;;;;2033137;Термобілизна;0;0
3001;100313;;;;100808;Пупси;0;0
911;100389;;;;100820;"Дитячі коляски";0;0
565;100651;;;;80019;"Бухгалтерія та діловодство";0;0
3031;100784;;;;4265805;"Розвиток і творчість";0;0
2290;100808;;;;4265805;"М'які іграшки, фігурки, ляльки";0;0
2005;100812;;;;4265805;"Машинки, моделі техніки та зброя";0;0
1567;100820;;;;88468;"Коляски та автокрісла";0;0
3501;100826;;;;3933347;"Засоби пересування";0;0
2048;100957;;;;81202;Металошукачі;0;0
308;100967;;;;80261;"Аксессуары к игровым приставкам";0;0
243;101746;;;;100820;"Аксесуари до колясок і автокрісел";0;0
5618;101808;;;;83850;"Знижені в ціні аксесуари";0;0
914;101909;;;;102573;"Дитячі ліжечка";0;0
1331;102003;;;;100812;"Іграшкові машинки та техніка";0;0
2504;102262;;;;83033;"Одяг та спорядження для дайвінгу";0;0
3072;102281;;;;83033;"Регулятори й октопуси";0;0
962;102298;;;;88468;"Для найменших";0;0
2094;102300;;;;102573;Мобілі;0;0
167;102308;;;;100812;"Автомобільні треки";0;0
461;102312;;;;435974;Млинниці;0;0
891;102573;;;;88468;"Дитяча кімната";0;0
245;102829;;;;100808;"Аксесуари до ляльок і пупсів";0;0
2316;102843;;;;100784;"Набори для наукових досліджень";0;0
2596;102848;;;;100784;Пазли;0;0
918;102876;;;;100784;"Дитячi музичні інструменти";0;0
3681;102912;;;;100784;"Дитяча творчість";0;0
831;103108;;;;83033;"Дайв комп'ютери, декомпресиметри й аксесуари";0;0
1587;103214;;;;102573;"Комоди та пеленатори";0;0
3030;103303;;;;4035302;"Розвивальні ігрові центри";0;0
2796;103306;;;;3973646;Підгузки;0;0
923;103310;;;;3973646;"Дитячі серветки, хусточки та рушники";0;0
2776;103323;;;;4035302;"Брязкальця та гризунці";0;0
1547;103338;;;;100812;"Колекційні модельки";0;0
5649;103374;;;;83850;"Знижені в ціні товари для активного відпочинку";0;0
912;103520;;;;100784;"Дитячі комп'ютери";0;0
2082;103536;;;;103535;Минимойки;0;0
1330;104013;;;;100812;"Іграшкова зброя";0;0
4164;104034;;;;100826;"Чудомобили, ходунки, качалки";0;0
901;104132;;;;100826;"Дитячі велосипеди";0;0
2098;104335;;;;100812;Моделювання;0;0
1496;104764;;;;4624900;"Кистевые тренажеры";0;0
2564;105277;;;;80025;"Освещение интерьера";0;0
1946;105278;;;;230134;Люстри;0;0
2900;105279;;;;105277;"Потолочные светильники";0;0
2387;105280;;;;230134;"Настільні лампи";0;0
3820;105281;;;;230134;Торшери;0;0
509;105282;;;;230134;"Бра та настінно-стельові світильники";0;0
3822;105283;;;;230134;"Точкові світильники";0;0
268;105290;;;;4659231;"Аксесуари для освітлення";0;0
1468;108241;;;;86167;"Карти й аксесуари до ехолотів";0;0
255;108336;;;;100812;"Аксесуари для моделювання";0;0
5656;108687;;;;83850;"Знижені в ціні фотоапарати та відеокамери";0;0
230;108706;;;;102573;"Аксесуари до дитячих меблів";0;0
272;108714;;;;80256;"Аксессуары для планшетов";0;0
3041;108979;;;;117101;Раковини;0;0
774;110262;;;;80106;"Гідромасажні ванни";0;0
3268;111389;;;;80019;"Серверне програмне забезпечення";0;0
2273;112986;;;;435974;Мультиварки;0;0
1844;113805;;;;80106;"Кухонні мийки";0;0
5615;114221;;;;83850;"Знижені в ціні DVD/HD-медіаплеєри";0;0
5650;116474;;;;83850;"Знижені в ціні товари для геймерів";0;0
1294;116671;;;;81203;"Зимові види спорту";0;0
1884;116672;;;;116671;Льодоходи;0;0
581;116902;;;;4675849;Ванни;0;0
1006;116943;;;;80106;"Душові гарнітури";0;0
229;117025;;;;100826;"Аксесуари до дитячого транспорту";0;0
362;117046;;;;4658222;Арбалети;0;0
1486;117101;;;;80106;Керамiка;0;0
1934;117150;;;;4658222;Луки;0;0
1731;117206;;;;4648950;"Котли газові";0;0
2607;117785;;;;4675849;"Панелі для ванн";0;0
3108;118428;;;;4658222;Рогатки;0;0
89;118575;;;;80019;"Програми автоматизованого проектування і креслення";0;0
1941;118582;;;;116671;Лижі;0;0
2608;118648;;;;124813;"Панели к душевым поддонам";0;0
1525;118802;;;;116671;"Ключки та шайби";0;0
3182;118814;;;;116671;"Санки та снігокати";0;0
4203;120571;;;;102573;"Шафи в дитячу кімнату";0;0
1958;121376;;;;84625;"Макети зброї";0;0
1942;122002;;;;116671;"Лыжные крепления";0;0
5611;123025;;;;83850;"Знижене в ціні ПЗ";0;0
2986;123281;;;;435974;"Інша дрібна техніка";0;0
1592;124813;;;;80106;Комплектующие;0;0
1768;124814;;;;4675849;"Кріплення для ванної";0;0
2425;124815;;;;4675849;"Ніжки для ванн і душових піддонів";0;0
3134;124816;;;;124813;"Ручки для ванн";0;0
2795;124818;;;;4675849;Підголівники;0;0
3353;124819;;;;80106;Сифони;0;0
3271;125754;;;;4630100;Сервери;0;0
5616;126356;;;;83850;"Знижені в ціні MP3- і медіаплеєри";0;0
2950;126488;;;;91450;"Проекционные часы";0;0
415;126963;;;;117101;"Бачки для унітаза";0;0
3927;126964;;;;117101;Унітази;0;0
432;126965;;;;117101;Біде;0;0
3017;126966;;;;117101;П'єдестали;0;0
1867;127902;;;;4312831;"Лазерные шоу-системы";0;0
123;130186;;;;273291;FM-трансмиттеры;0;0
124;130186;;;;273291;FM-трансмиттеры;0;0
122;130186;;;;273291;FM-трансмітери;0;0
2734;130309;;;;80253;Планшети;0;0
3319;131141;;;;80019;"Програми для мережі та інтернету";0;0
88;131143;;;;4660587;"3D і VR окуляри";0;0
3997;132895;;;;81203;"Фітнес та аеробіка";0;0
416;132896;;;;4624900;"Бігові доріжки";0;0
4246;132946;;;;80254;Шредери;0;0
611;133215;;;;4624900;Велотренажери;0;0
2539;135306;;;;4624900;Орбітреки;0;0
5659;136887;;;;83850;"Знижені в ціні електронні книги";0;0
924;139406;;;;100826;"Дитячі самокати";0;0
905;139442;;;;3933347;"Дитячі ігрові комплекси";0;0
5607;142204;;;;83850;"Знижена в ціні офісна техніка";0;0
1538;142254;;;;2394287;Килими;0;0
3922;143851;;;;83916;"Универсальные головные уборы";0;0
3511;144719;;;;80026;"Стабилизаторы напряжения для компьютеров";0;0
5434;144743;;;;132895;"Спортивні обручі";0;0
3024;146154;;;;102573;Радіоняні;0;0
1282;146202;;;;80263;"Захисні плівки та скло";0;0
4143;146229;;;;80263;"Чохли для мобільних телефонів";0;0
197;146332;;;;4650580;"Акумулятори для мобільних телефонів";0;0
1268;146341;;;;80263;"Зарядні пристрої";0;0
1421;146539;;;;80263;"Кабели синхронизации";0;0
751;146633;;;;4624900;"Гантелі, диски, грифи, замки";0;0
16;147629;;;;4626529;TravelSim;0;0
275;147793;;;;4670651;"Аксесуари до проекторів";0;0
882;147913;;;;80263;Тримачі;0;0
5657;147919;;;;83850;"Знижені в ціні фото- і відеоаксесуари";0;0
3544;148157;;;;80263;"Стилуси і аксесуари";0;0
2935;148966;;;;4658426;Приціли;0;0
3979;149287;;;;80106;"Фільтри для води";0;0
310;150072;;;;80079;"Аксесуари до кліматичної техніки";0;0
2721;150740;;;;117101;Пісуари;0;0
3906;150741;;;;80192;"Вуличні обігрівачі";0;0
311;152114;;;;80106;"Аксесуари до кухонних мийок";0;0
4676;152456;;;;80262;"Дім, сад, город, обладнання";0;0
2007;152458;;;;2394287;Меблі;0;0
3154;152459;;;;2394297;"Садова техніка";0;0
1390;152460;;;;2577232;Інструменти;0;0
3349;152462;;;;2394297;"Системи поливу";0;0
1440;152463;;;;2394287;"Каміни, печі, сауни";0;0
993;152496;;;;4660244;"Дрилі та міксери";0;0
4259;152499;;;;4660244;Шурупокрути;0;0
4226;152503;;;;4660244;"Шліфувальні та полірувальні машини (болгарки)";0;0
4280;152505;;;;4660244;Електролобзики;0;0
2712;152560;;;;4660244;"Циркулярні пилки (Дискові)";0;0
4297;152562;;;;4660244;Електрорубанки;0;0
3197;152563;;;;161187;"Зварювальне обладнання";0;0
761;152564;;;;4675923;Генератори;0;0
5651;153198;;;;83850;"Знижені в ціні товари для дітей";0;0
683;153396;;;;84703;Воблери;0;0
3021;153563;;;;280596;Радар-детектори;0;0
658;153617;;;;280596;Відеореєстратори;0;0
2683;153621;;;;4660244;Перфоратори;0;0
4219;153657;;;;152462;Шланги;0;0
1655;153658;;;;152462;"Комплектуючі для поливу";0;0
2371;153659;;;;152462;Насадки;0;0
2552;153660;;;;152462;Зрошувачі;0;0
3938;153670;;;;4660034;"Гарантійні сервіси та обслуговування електроніки";0;0
1534;153723;;;;4658540;Кобури;0;0
3580;153965;;;;4660244;"Будівельні фени";0;0
426;154006;;;;152458;"Безкаркасні меблі";0;0
2579;154072;;;;4657815;"Офісні крісла";0;0
3591;154084;;;;4658857;"Стільці для кухні";0;0
642;154103;;;;4671666;"Вішалки, стійки для одягу";0;0
4033;154195;;;;4660244;Фрезери;0;0
3826;154219;;;;161187;"Точильні верстати";0;0
1755;154981;;;;4673707;Фарбопульти;0;0
3140;155018;;;;2394297;"Садовий інструмент";0;0
745;155072;;;;152459;Газонокосарки;0;0
3841;155089;;;;152459;"Тримери та мотокоси";0;0
1641;155285;;;;4671541;"Комп'ютерні столи";0;0
3004;155293;;;;1735862;"Пускозарядні пристрої";0;0
2959;155307;;;;80158;"Промислові пилососи";0;0
1838;155467;;;;152459;Кущорізи;0;0
381;155480;;;;152459;Аератори;0;0
3155;155489;;;;152459;"Садові подрібнювачі та дровоколи";0;0
4116;155515;;;;152459;"Ланцюгові пили";0;0
3925;155534;;;;152459;"Універсальні мийки";0;0
2009;155548;;;;80106;"Меблі для ванної кімнати";0;0
3862;155549;;;;155548;"Тумби під умивальник";0;0
1290;155550;;;;155548;"Дзеркала в ванну";0;0
2663;155551;;;;155548;"Пенали в ванну";0;0
1825;155824;;;;152459;"Культиватори та мотоблоки";0;0
2378;155952;;;;152462;"Насоси та помпи";0;0
1733;155960;;;;4648950;"Котли електричні";0;0
694;156363;;;;152459;Повітродуви;0;0
2529;156378;;;;4625304;Обприскувачі;0;0
350;156631;;;;80111;"Підсилювачі зв'язку";0;0
3393;156670;;;;149287;"Змінні елементи для фільтрів";0;0
395;156671;;;;391699;"Бактерицидный комплекс очистки воды бассейнов";0;0
3350;156672;;;;4651378;"Системи пом'якшення та комплексного очищення";0;0
137;156790;;;;237071;IP-камери;0;0
138;156790;;;;237071;IP-камеры;0;0
139;156790;;;;237071;IP-камеры;0;0
3587;156839;;;;4625234;"Студійне світло";0;0
495;156959;;;;4660244;Штроборізи;0;0
223;157078;;;;80259;"Аксессуары для вспышек";0;0
1895;157092;;;;2577232;"Драбини, підмостки";0;0
3674;157096;;;;4625304;Тачки;0;0
4279;157120;;;;152463;Електрокаміни;0;0
442;157121;;;;152463;Біокаміни;0;0
2875;157122;;;;152463;Портали;0;0
240;157123;;;;152463;"Аксесуари для камінів, печей";0;0
3364;157138;;;;4660244;Нейлери;0;0
2577;157234;;;;4625234;Світловідбивачі;0;0
3098;157241;;;;4625234;"Розсіювачі на спалах";0;0
484;157286;;;;4625234;"Устаткування для предметної зйомки";0;0
1416;159461;;;;132895;Йога;0;0
1337;159570;;;;102573;Игрушки-ночники;0;0
4013;160624;;;;4625234;"Фони для студії";0;0
